Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
  0.00      0.25     0.00     6102     0.00     0.00  std::_Rb_tree<Directive, std::pair<Directive const, bool>, std::_Select1st<std::pair<Directive const, bool> >, std::less<Directive>, std::allocator<std::pair<Directive const, bool> > >::_M_get_node()
  0.00      0.25     0.00     6045     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<Directive const, bool> > >::deallocate(std::_Rb_tree_node<std::pair<Directive const, bool> >*, unsigned int)
  0.00      0.25     0.00     6045     0.00     0.00  void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<Directive const, bool> > >::destroy<std::pair<Directive const, bool> >(std::pair<Directive const, bool>*)
  0.00      0.25     0.00     6045     0.00     0.00  std::enable_if<std::__and_<std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<Directive const, bool> > > >::__destroy_helper<std::pair<Directive const, bool> >::type>::value, void>::type std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<Directive const, bool> > > >::_S_destroy<std::pair<Directive const, bool> >(std::allocator<std::_Rb_tree_node<std::pair<Directive const, bool> > >&, std::pair<Directive const, bool>*)
  0.00      0.25     0.00     6045     0.00     0.00  std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<Directive const, bool> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<Directive const, bool> > >&, std::_Rb_tree_node<std::pair<Directive const, bool> >*, unsigned int)
  0.00      0.25     0.00     6045     0.00     0.00  void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<Directive const, bool> > > >::destroy<std::pair<Directive const, bool> >(std::allocator<std::_Rb_tree_node<std::pair<Directive const, bool> > >&, std::pair<Directive const, bool>*)
  0.00      0.25     0.00     6045     0.00     0.00  std::_Rb_tree<Directive, std::pair<Directive const, bool>, std::_Select1st<std::pair<Directive const, bool> >, std::less<Directive>, std::allocator<std::pair<Directive const, bool> > >::_M_put_node(std::_Rb_tree_node<std::pair<Directive const, bool> >*)
  0.00      0.25     0.00     6045     0.00     0.00  std::_Rb_tree<Directive, std::pair<Directive const, bool>, std::_Select1st<std::pair<Directive const, bool> >, std::less<Directive>, std::allocator<std::pair<Directive const, bool> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<Directive const, bool> >*)
  0.00      0.25     0.00     6036     0.00     0.00  _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISt4pairIK9DirectivebEEE9constructIS5_IRKS5_EEEvPT_DpOT0_
  0.00      0.25     0.00     6036     0.00     0.00  _ZNSt16allocator_traitsISaISt13_Rb_tree_nodeISt4pairIK9DirectivebEEEE12_S_constructIS4_IRKS4_EEENSt9enable_ifIXsrSt6__and_IINS7_18__construct_helperIT_IDpT0_EE4typeEEE5valueEvE4typeERS6_PSE_DpOSF_
  0.00      0.25     0.00     6036     0.00     0.00  _ZNSt16allocator_traitsISaISt13_Rb_tree_nodeISt4pairIK9DirectivebEEEE9constructIS4_IRKS4_EEEDTcl12_S_constructfp_fp0_spcl7forwardIT0_Efp1_EEERS6_PT_DpOSB_
  0.00      0.25     0.00     6036     0.00     0.00  std::_Rb_tree<Directive, std::pair<Directive const, bool>, std::_Select1st<std::pair<Directive const, bool> >, std::less<Directive>, std::allocator<std::pair<Directive const, bool> > >::_M_clone_node(std::_Rb_tree_node<std::pair<Directive const, bool> > const*)
  0.00      0.25     0.00     6036     0.00     0.00  std::_Rb_tree_node<std::pair<Directive const, bool> >* std::_Rb_tree<Directive, std::pair<Directive const, bool>, std::_Select1st<std::pair<Directive const, bool> >, std::less<Directive>, std::allocator<std::pair<Directive const, bool> > >::_M_create_node<std::pair<Directive const, bool> const&>(std::pair<Directive const, bool> const&)
  0.00      0.25     0.00     6036     0.00     0.00  std::_Rb_tree<Directive, std::pair<Directive const, bool>, std::_Select1st<std::pair<Directive const, bool> >, std::less<Directive>, std::allocator<std::pair<Directive const, bool> > >::_S_left(std::_Rb_tree_node_base const*)
  0.00      0.25     0.00     5447     0.00     0.00  Game::getLocalPlayer()
  0.00      0.25     0.00     5447     0.00     0.00  std::tr1::__shared_ptr<Player, (__gnu_cxx::_Lock_policy)2>::operator*() const
  0.00      0.25     0.00     5280     0.00     0.00  std::_Rb_tree<GraphicsLayer, std::pair<GraphicsLayer const, QuadBatchContainer>, std::_Select1st<std::pair<GraphicsLayer const, QuadBatchContainer> >, std::less<GraphicsLayer>, std::allocator<std::pair<GraphicsLayer const, QuadBatchContainer> > >::end()
  0.00      0.25     0.00     4858     0.00     0.00  Universe::getControllerFactory()
  0.00      0.25     0.00     4858     0.00     0.00  std::tr1::__shared_ptr<ControlFactory, (__gnu_cxx::_Lock_policy)2>::operator*() const
  0.00      0.25     0.00     4632     0.00     0.00  std::map<GraphicsLayer, QuadBatchContainer, std::less<GraphicsLayer>, std::allocator<std::pair<GraphicsLayer const, QuadBatchContainer> > >::end()
  0.00      0.25     0.00     4536     0.00     0.00  std::_Rb_tree_iterator<std::pair<GraphicsLayer const, QuadBatchContainer> >::operator!=(std::_Rb_tree_iterator<std::pair<GraphicsLayer const, QuadBatchContainer> > const&) const
  0.00      0.25     0.00     4024     0.00     0.00  std::_Rb_tree<Directive, std::pair<Directive const, bool>, std::_Select1st<std::pair<Directive const, bool> >, std::less<Directive>, std::allocator<std::pair<Directive const, bool> > >::_M_root()
  0.00      0.25     0.00     3888     0.00     0.00  std::map<std::string, std::tr1::shared_ptr<Batch>, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<Batch> > > >::cbegin() const
  0.00      0.25     0.00     3888     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<Batch> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<Batch> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<Batch> > > >::begin() const
  0.00      0.25     0.00     3888     0.00     0.00  std::_Rb_tree_iterator<std::pair<GraphicsLayer const, QuadBatchContainer> >::operator++()
  0.00      0.25     0.00     3529     0.00     0.00  std::less<GraphicsLayer>::operator()(GraphicsLayer const&, GraphicsLayer const&) const
  0.00      0.25     0.00     3446     0.00     0.00  __gnu_cxx::__aligned_buffer<std::pair<GraphicsLayer const, QuadBatchContainer> >::_M_ptr() const
  0.00      0.25     0.00     3446     0.00     0.00  __gnu_cxx::__aligned_buffer<std::pair<GraphicsLayer const, QuadBatchContainer> >::_M_addr() const
  0.00      0.25     0.00     3446     0.00     0.00  std::_Select1st<std::pair<GraphicsLayer const, QuadBatchContainer> >::operator()(std::pair<GraphicsLayer const, QuadBatchContainer> const&) const
  0.00      0.25     0.00     3446     0.00     0.00  std::_Rb_tree_node<std::pair<GraphicsLayer const, QuadBatchContainer> >::_M_valptr() const
  0.00      0.25     0.00     3269     0.00     0.00  std::vector<std::tr1::shared_ptr<Controller>, std::allocator<std::tr1::shared_ptr<Controller> > >::size() const
  0.00      0.25     0.00     3254     0.00     0.00  ControlFactory::getController(int)
  0.00      0.25     0.00     3254     0.00     0.00  std::tr1::__shared_ptr<Controller, (__gnu_cxx::_Lock_policy)2>::operator*() const
  0.00      0.25     0.00     3254     0.00     0.00  std::vector<std::tr1::shared_ptr<Controller>, std::allocator<std::tr1::shared_ptr<Controller> > >::operator[](unsigned int)
  0.00      0.25     0.00     3018     0.00     0.00  std::_Rb_tree<Directive, std::pair<Directive const, bool>, std::_Select1st<std::pair<Directive const, bool> >, std::less<Directive>, std::allocator<std::pair<Directive const, bool> > >::_S_right(std::_Rb_tree_node_base const*)
  0.00      0.25     0.00     2788     0.00     0.00  std::_Rb_tree<GraphicsLayer, std::pair<GraphicsLayer const, QuadBatchContainer>, std::_Select1st<std::pair<GraphicsLayer const, QuadBatchContainer> >, std::less<GraphicsLayer>, std::allocator<std::pair<GraphicsLayer const, QuadBatchContainer> > >::_S_key(std::_Rb_tree_node<std::pair<GraphicsLayer const, QuadBatchContainer> > const*)
  0.00      0.25     0.00     2788     0.00     0.00  std::_Rb_tree<GraphicsLayer, std::pair<GraphicsLayer const, QuadBatchContainer>, std::_Select1st<std::pair<GraphicsLayer const, QuadBatchContainer> >, std::less<GraphicsLayer>, std::allocator<std::pair<GraphicsLayer const, QuadBatchContainer> > >::_S_value(std::_Rb_tree_node<std::pair<GraphicsLayer const, QuadBatchContainer> > const*)
  0.00      0.25     0.00     2355     0.00     0.00  Pool<float>::getValue() const
  0.00      0.25     0.00     2273     0.00     0.00  Controller::get(Request)
  0.00      0.25     0.00     2273     0.00     0.00  Chunk::get(Request) const
  0.00      0.25     0.00     2204     0.00     0.00  Turret::directive(Directive)
  0.00      0.25     0.00     2134     0.00     0.00  std::_Rb_tree<Directive, std::pair<Directive const, bool>, std::_Select1st<std::pair<Directive const, bool> >, std::less<Directive>, std::allocator<std::pair<Directive const, bool> > >::_M_rightmost()
  0.00      0.25     0.00     2013     0.00     0.00  std::tr1::__shared_ptr<sf::RenderWindow, (__gnu_cxx::_Lock_policy)2>::operator*() const
  0.00      0.25     0.00     2012     0.00     0.00  NetworkComponent::toggleNewData(bool)
  0.00      0.25     0.00     2012     0.00     0.00  Game::getWindow()
  0.00      0.25     0.00     2012     0.00     0.00  Module::postPhysUpdate()
  0.00      0.25     0.00     2012     0.00     0.00  Sensor::prePhysUpdate()
  0.00      0.25     0.00     2012     0.00     0.00  std::vector<std::tr1::shared_ptr<GameObject>, std::allocator<std::tr1::shared_ptr<GameObject> > >::begin()
  0.00      0.25     0.00     2012     0.00     0.00  std::_Rb_tree<Directive, std::pair<Directive const, bool>, std::_Select1st<std::pair<Directive const, bool> >, std::less<Directive>, std::allocator<std::pair<Directive const, bool> > >::_M_leftmost()
  0.00      0.25     0.00     1915     0.00     0.00  BodyComponent::getBodyPtr()
  0.00      0.25     0.00     1860     0.00     0.00  Controller::getBodyPtr()
  0.00      0.25     0.00     1860     0.00     0.00  Chunk::getBodyPtr()
  0.00      0.25     0.00     1847     0.00     0.00  b2Vec2::b2Vec2()
  0.00      0.25     0.00     1600     0.00     0.00  std::vector<std::tr1::shared_ptr<Controller>, std::allocator<std::tr1::shared_ptr<Controller> > >::begin()
  0.00      0.25     0.00     1599     0.00     2.33  ControlFactory::processAllDirectives()
  0.00      0.25     0.00     1599     0.00     0.00  Player::updateView()
  0.00      0.25     0.00     1599     0.00     0.00  Player::getLiveInput()
  0.00      0.25     0.00     1599     0.00     0.00  Player::getCamera()
  0.00      0.25     0.00     1599     0.00     0.00  Universe::physUpdate()
  0.00      0.25     0.00     1599     0.00     3.62  Universe::prePhysUpdate()
  0.00      0.25     0.00     1599     0.00     6.56  Universe::postPhysUpdate()
  0.00      0.25     0.00     1434     0.00     0.00  std::_Rb_tree<GraphicsLayer, std::pair<GraphicsLayer const, QuadBatchContainer>, std::_Select1st<std::pair<GraphicsLayer const, QuadBatchContainer> >, std::less<GraphicsLayer>, std::allocator<std::pair<GraphicsLayer const, QuadBatchContainer> > >::_S_left(std::_Rb_tree_node_base*)
  0.00      0.25     0.00     1400     0.00     0.00  std::cos(float)
  0.00      0.25     0.00     1400     0.00     0.00  std::sin(float)
  0.00      0.25     0.00     1392     0.00     0.00  Universe::getBatchLayers()
  0.00      0.25     0.00     1392     0.00     0.00  std::tr1::__shared_ptr<BatchLayers, (__gnu_cxx::_Lock_policy)2>::operator*() const
  0.00      0.25     0.00     1364     0.00     0.00  std::vector<sf::Vector2<float>, std::allocator<sf::Vector2<float> > >::size() const
  0.00      0.25     0.00     1347     0.00     0.00  std::_Rb_tree<GraphicsLayer, std::pair<GraphicsLayer const, QuadBatchContainer>, std::_Select1st<std::pair<GraphicsLayer const, QuadBatchContainer> >, std::less<GraphicsLayer>, std::allocator<std::pair<GraphicsLayer const, QuadBatchContainer> > >::_S_right(std::_Rb_tree_node_base*)
  0.00      0.25     0.00     1344     0.00     0.00  std::tr1::__shared_ptr<IOManager, (__gnu_cxx::_Lock_policy)2>::operator*() const
  0.00      0.25     0.00     1334     0.00     0.00  std::vector<Message, std::allocator<Message> >::size() const
  0.00      0.25     0.00     1316     0.00     0.00  std::_Placeholder<1>&& std::forward<std::_Placeholder<1> >(std::remove_reference<std::_Placeholder<1> >::type&)
  0.00      0.25     0.00     1296     0.00     0.01  IOManager::update(float)
  0.00      0.25     0.00     1220     0.00     0.00  __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >::__normal_iterator(char const* const&)
  0.00      0.25     0.00     1217     0.00     0.00  sf::Vector2<float>::Vector2()
  0.00      0.25     0.00     1102     0.00     0.50  Chunk::directive(Directive)
  0.00      0.25     0.00     1102     0.00     0.00  Thruster::directive(Directive)
  0.00      0.25     0.00     1102     0.00     0.50  Controller::directive(Directive) const
  0.00      0.25     0.00     1100     0.00     0.00  Module*&& std::forward<Module*>(std::remove_reference<Module*>::type&)
  0.00      0.25     0.00     1072     0.00     0.00  Universe::isPaused()
  0.00      0.25     0.00     1055     0.00     0.00  std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&)
  0.00      0.25     0.00     1055     0.00     0.00  std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&)
  0.00      0.25     0.00     1006     0.00     0.00  Controller::updateDirectives(std::map<Directive, bool, std::less<Directive>, std::allocator<std::pair<Directive const, bool> > > const&)
  0.00      0.25     0.00     1006     0.00     0.00  Controller::setAim(b2Vec2 const&)
  0.00      0.25     0.00     1006     0.00     0.00  LinearMeter::setPercent(float)
  0.00      0.25     0.00     1006     0.00     0.00  b2Vec2 leon::sfTob2<sf::Vector2<float> >(sf::Vector2<float> const&)
  0.00      0.25     0.00     1006     0.00     0.00  Camera::setPosition(b2Vec2 const&)
  0.00      0.25     0.00     1006     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<std::_Rb_tree_node<std::pair<Directive const, bool> > > >::_S_propagate_on_copy_assign()
  0.00      0.25     0.00     1006     0.00     0.00  Pool<float>::getMax() const
  0.00      0.25     0.00     1006     0.00     0.00  Player::hasFocus() const
  0.00      0.25     0.00     1006     0.00     0.00  b2Body::GetPosition() const
  0.00      0.25     0.00     1006     0.00     0.00  std::tr1::__shared_ptr<LinearMeter, (__gnu_cxx::_Lock_policy)2>::operator->() const
  0.00      0.25     0.00     1006     0.00     0.00  std::_Rb_tree<Directive, std::pair<Directive const, bool>, std::_Select1st<std::pair<Directive const, bool> >, std::less<Directive>, std::allocator<std::pair<Directive const, bool> > >::_M_root() const
  0.00      0.25     0.00     1006     0.00     0.00  std::_Rb_tree<Directive, std::pair<Directive const, bool>, std::_Select1st<std::pair<Directive const, bool> >, std::less<Directive>, std::allocator<std::pair<Directive const, bool> > >::_M_begin() const
  0.00      0.25     0.00     1006     0.00     0.00  std::_Rb_tree_node_base::_S_maximum(std::_Rb_tree_node_base*)
